id,city_id,address
974,951,346 Hagan Hill
975,292,56 3rd Park
976,538,35 2nd Trail
977,704,13866 Emmet Park
978,730,12 Sullivan Crossing
979,603,482 Gale Park
980,421,8 Schurz Crossing
981,89,17834 High Crossing Road
982,645,849 Iowa Court
983,350,02 Arkansas Lane
984,940,09 Onsgard Park
985,838,24519 Glacier Hill Lane
986,194,92271 Manufacturers Plaza
987,301,6 Lindbergh Terrace
988,666,55 Monterey Drive
989,131,38024 Elka Avenue
990,385,8 East Way
991,916,72 Quincy Terrace
992,378,50800 Prentice Park
993,431,0609 Vahlen Parkway
994,840,5 Reinke Alley
995,808,87 Cambridge Avenue
996,623,3217 Buena Vista Circle
997,430,20 Ilene Alley
998,497,5926 Sloan Alley
999,800,59616 Ronald Regan Place
1000,544,1399 Katie Place
