id,user_id,trim_id,vin,estimated_cost,registration_date
399,624,486,WDDHF8JB0DA886617,450899,2021-02-26 20:57:38
400,694,146,SAJWA0FS6FP853570,395425,2017-06-29 10:55:47
401,29,293,1G6AB5RX1D0652081,351901,2017-05-05 17:00:24
402,304,745,2HNYD28357H727846,473700,2018-10-14 10:20:21
403,259,370,WVWGU7AN0CE709265,285507,2016-12-12 09:36:05
404,8,21,SCBET9ZA5F8322742,184864,2017-01-03 20:32:20
405,683,836,2D4RN5D12AR444130,430944,2017-04-13 01:55:34
406,259,270,1G6DC8EY7B0739619,83732,2018-12-13 07:46:44
407,260,830,1GD312CGXEF032176,439356,2019-02-27 13:50:28
408,164,649,1N6AA0EC4FN863106,97486,2019-03-01 23:03:22
409,654,658,WBAEN33404E351648,76733,2018-05-09 11:19:24
410,641,392,WBANA53505B258549,32264,2021-09-23 02:55:31
411,886,450,3GTU1YEJ1BG449264,189194,2016-11-25 00:06:27
412,335,985,5UXFG43529L803987,205191,2021-08-16 16:19:18
413,427,420,JH4KC1F9XEC768102,198140,2018-08-03 11:58:03
414,897,664,5FRYD3H65FB917140,180288,2015-01-12 22:20:41
415,711,205,5N1AT2MK2FC525860,214888,2016-06-04 23:30:44
416,460,461,WDDLJ7DB1CA761526,349754,2016-06-02 16:31:41
417,933,88,5FRYD4H60FB422091,129348,2015-08-19 03:27:54
418,56,826,WBAVB17566N257597,368981,2020-09-24 01:27:05
419,792,979,2HKRM3H50DH995269,333234,2020-11-27 21:23:34
420,551,897,SALAG2D47DA818021,41335,2019-02-07 20:29:00
421,678,76,3GYFNDEY8BS926038,50972,2015-10-30 05:17:08
422,969,65,1N6AD0CU1AC654719,150582,2019-05-01 14:45:04
423,701,163,JTDKTUD32ED562123,273651,2017-08-27 18:48:00
424,345,637,WAUFFAFL9DN502639,55343,2016-03-31 02:46:02
425,659,552,WBA3C3C53EP856790,176435,2016-01-10 02:07:49
426,278,537,WBAPN7C50BA616212,206012,2020-10-08 20:59:40
427,210,593,1G6KD57Y98U691364,395457,2019-07-17 08:33:51
428,514,137,SALCP2BG9FH493582,484598,2017-06-09 03:42:34
429,965,920,SCFEBBBK9BG810880,387015,2015-02-25 22:29:45
430,835,262,SCBLC37F74C628340,422765,2018-01-04 08:28:56
431,504,309,1FTSW3B50AE571538,196521,2015-09-06 20:44:04
432,981,613,WBSBL93445P055108,383312,2017-08-05 12:39:27
433,108,752,WDDGF5EB0AA972882,50490,2015-12-25 18:42:00
434,89,508,JH4KB16548C279375,335608,2015-07-28 05:11:13
435,124,857,WAUYGBFC2DN951530,293701,2017-08-21 20:55:52
436,441,174,3D73Y3HL4AG612114,315751,2016-10-24 11:42:14
437,478,723,SALSF2D47BA834482,111327,2017-09-09 03:11:49
438,889,631,3VW4A7AT8DM144265,49775,2016-09-03 17:40:07
439,257,30,5NPEB4AC3BH722018,437647,2020-02-26 02:23:35
440,322,206,1G6AB5SA0F0663534,225911,2018-04-24 07:27:00
441,249,583,WVGFF9BP8BD057089,108595,2015-09-17 17:18:21
442,756,400,JN1BJ0HR3FM813541,185687,2021-07-07 11:48:09
443,382,210,2C3CDYCJ4DH135587,377493,2019-06-25 01:52:42
444,4,765,1G4HP52K344463559,378854,2018-09-12 05:15:22
445,188,403,WDDGF4HB3DG618975,169638,2018-10-14 06:57:24
446,22,802,5GTMNGEE1A8265778,297406,2021-03-22 11:52:36
447,923,157,WAUPL58EX5A054648,496194,2016-02-21 03:06:26
448,948,3,SCBBB7ZH4EC847455,114869,2019-08-12 23:36:20
449,881,880,WAUBF78E26A924214,111523,2017-04-11 18:41:47
450,722,954,JM1BL1K59B1869207,135026,2021-01-19 23:30:14
451,837,825,WAUKF78E78A875403,59280,2017-02-03 08:47:50
452,997,868,3D73Y3CL2AG570131,143905,2021-07-31 11:36:41
453,342,675,KNADM4A39C6510478,49895,2016-02-02 00:39:37
454,23,217,1G6AB5S3XD0724354,113671,2019-11-04 15:43:56
455,78,376,JN1AZ4EH7DM219295,49544,2017-02-18 17:26:34
456,566,541,WAUPFBFMXBA998137,221678,2021-08-25 05:54:04
457,540,404,KMHGH4JH2CU515545,101450,2020-01-04 18:27:03
458,265,914,1FTWW3A53AE817761,66061,2018-01-09 13:02:57
459,358,674,5FNRL3H24AB856183,88314,2017-02-03 10:45:35
460,348,767,WAUHF78P76A392454,30094,2018-06-24 06:08:11
461,761,858,WBAWV135X8P487037,213743,2020-10-25 14:23:10
462,43,747,WBAFR1C53BD425816,308833,2019-07-02 12:49:39
463,865,471,2C3CDZBG4FH612033,350973,2018-11-13 00:29:33
464,323,568,1G6DN8EV5A0783066,150786,2019-03-04 13:41:03
465,322,263,WAURV78T69A157729,126595,2015-02-27 10:51:32
466,799,239,KMHHT6KD0EU817185,262677,2015-10-28 18:11:07
467,760,72,5N1AL0MM7FC131048,339060,2020-10-11 09:57:15
468,762,406,1N4AL2AP4AC892830,123147,2017-04-28 22:49:38
469,312,577,1GKS1AE0XER445762,184340,2021-02-02 22:25:53
470,214,779,SAJWA4DC5CM209705,55359,2017-08-26 16:59:56
471,892,570,WAUCFAFR2CA034623,428725,2015-06-22 19:05:38
472,46,545,5BZAF0AAXFN881795,323740,2018-11-15 04:14:07
473,427,385,WBA5M2C52ED314923,434352,2019-10-15 22:04:47
474,366,391,3N1AB6AP7BL769407,387041,2018-02-28 05:39:02
475,26,183,2FMDK3AK2CB999987,402441,2017-03-04 04:01:36
476,881,895,WBAVB73547V855889,376339,2021-07-09 01:05:05
477,510,945,WAUDF78E55A326707,42607,2021-09-06 09:16:38
478,182,352,1B3CC1FB2AN825370,358187,2016-12-02 02:53:33
479,73,579,KMHTC6AD4FU589494,112080,2018-07-09 01:53:31
480,535,730,3N1CN7AP2EK411129,59572,2018-02-05 19:42:47
481,88,751,2FMDK3AK5CB951979,47483,2019-10-20 20:14:08
482,105,905,4T1BF3EK0BU095797,219806,2018-09-08 12:33:42
483,696,822,5GADT13S942994154,284159,2020-06-06 07:29:24
484,123,10,WP0AB2A85CS320213,225948,2018-05-28 12:55:26
485,131,729,1N6AA0CAXDN689380,426835,2021-09-29 16:29:45
486,158,879,WBA3B5G51DN110650,279260,2016-10-13 21:41:18
487,16,377,SAJWA4FB4CL604128,431452,2018-04-18 00:03:28
488,687,652,KMHHU6KJ1FU807236,467782,2018-06-22 18:28:52
489,186,842,5GAER13D49J742863,430604,2019-07-11 18:10:41
490,988,605,WAUGGBFC0DN685596,82466,2016-08-10 08:47:51
491,361,55,WAUDH94F57N599257,376398,2020-01-24 09:40:23
492,256,846,1C4RDJEG1DC579897,353725,2016-06-28 01:19:44
493,240,93,1GD12ZCG0CF651492,385493,2017-06-29 13:10:19
494,373,322,3VWML7AJ7DM775677,187310,2020-04-03 14:19:25
495,648,67,5N1AN0NU5EN450203,97298,2021-04-06 16:27:41
496,56,711,1G4PT5SV8D4965906,145797,2017-12-22 22:55:46
497,892,769,JA32U1FU2AU831604,83812,2018-11-21 02:45:40
498,56,247,WAUVFAFR1AA953843,176878,2021-05-03 17:46:54
499,522,475,3N1CE2CP7FL207941,136428,2019-09-18 13:08:37
500,189,175,SCBEC9ZA7FC689655,468902,2019-07-15 19:27:44
501,321,824,WVWEU9AN6AE515646,196551,2016-09-23 04:26:46
502,341,415,JN1BV7AP4FM704253,139955,2015-12-09 15:36:31
503,590,332,2HKRM3H34FH234648,475142,2017-03-10 18:07:19
504,232,741,JH4CU2F83CC973983,470441,2015-10-16 02:48:23
505,159,789,2C4RDGBG7ER694858,65687,2020-09-30 21:15:39
506,498,477,1YVHZ8BH2C5843564,452305,2018-10-03 15:09:21
507,967,70,JTHBL5EF4E5602158,335764,2015-04-30 12:21:26
508,389,28,WUARL48H69K881999,84857,2017-03-13 18:20:43
509,113,129,YV1672MC0CJ556520,407072,2016-11-01 01:29:49
510,587,780,3C3CFFBR4FT506781,147340,2020-11-14 21:18:18
511,440,642,1GYS4DEF8CR204511,211215,2016-05-10 07:39:49
512,685,317,JH4DC53836S621686,423923,2018-04-09 16:53:55
513,488,574,WBALM7C50EE306723,60031,2015-08-05 11:04:06
514,603,599,2T2BK1BA8AC275648,216492,2018-02-14 16:03:04
515,235,75,WAUNF98PX8A425108,155969,2021-09-20 17:52:24
516,632,586,5TDDCRFH1ES115396,205267,2017-08-19 08:51:40
517,912,201,19UUA65504A475395,105783,2020-04-29 07:09:25
518,52,214,KNDMG4C70B6340407,145521,2016-04-28 13:49:47
519,720,341,KMHCT4AE0CU425247,109803,2018-08-30 07:43:11
520,506,788,SALVE2BG4FH584466,456012,2016-10-25 10:35:30
521,282,700,WBA3B5C53EP620865,99672,2021-06-29 10:02:56
522,969,875,WAUEG78E36A616737,446887,2017-06-05 19:05:44
523,974,484,5N1AN0NW2FN745245,196599,2020-02-29 08:48:24
524,705,301,2C4RDGDG0CR950252,116311,2019-06-18 12:38:46
525,838,127,1FBAX2CM0FK430457,102236,2020-09-28 21:43:56
526,835,103,2C3CDZAT1FH047240,397175,2017-10-18 00:05:03
527,504,254,WBAUP3C59BV131100,486059,2021-02-01 06:32:50
528,988,835,3C4PDCEG4FT372317,302769,2016-03-20 16:01:37
529,227,125,1ZVBP8AM1E5557091,354201,2017-09-05 06:58:18
530,746,601,WBAKX6C58CC474311,495118,2020-05-14 16:24:25
531,72,492,1GTN1TEX9DZ762111,99099,2018-01-05 04:36:36
532,614,441,WBA3B1G59EN554594,78807,2015-12-07 06:36:12
533,991,810,1GYFC53299R976664,119434,2017-10-15 20:34:54
534,880,487,1G6DP5E33D0339826,232878,2020-04-05 20:22:04
535,643,35,WAULFAFR4EA677235,431680,2019-07-10 17:26:53
536,763,258,WA1CFAFP7DA220087,112712,2017-11-04 12:57:27
537,597,572,JH4CL96948C272557,235752,2021-05-17 02:54:55
538,723,949,SAJWA0HP3EM556166,413526,2015-12-15 02:52:43
539,301,966,WAUDGAFLXEA492989,63286,2018-09-03 15:23:55
540,231,861,WBAEP33425P815510,357573,2017-04-20 17:24:50
541,455,216,JTJBC1BA3E2968825,214262,2016-03-23 23:43:11
542,186,635,JH4DC54843S234851,85557,2015-02-08 04:15:13
543,903,348,WAUHF78P16A074815,285424,2020-09-09 17:09:10
544,956,539,1HGCR6F55FA417997,322295,2017-02-09 02:07:13
545,785,310,WAUZL54B01N144513,419140,2020-11-07 11:31:22
546,128,813,1G6DK8ED9B0833422,411945,2016-12-21 23:51:18
547,785,916,WVGAV3AX0EW377608,434197,2015-05-06 08:42:30
548,102,353,WBANE53517C424207,138064,2016-10-14 16:13:02
549,155,952,1G4GE5G39FF720749,111793,2016-02-21 10:34:03
550,545,277,WAUCFAFH8BN604266,62079,2015-12-20 19:46:41
551,673,467,5N1BA0NE2FN844185,415492,2020-06-13 21:11:15
552,971,27,WBADN63401G369757,51554,2015-04-23 23:02:16
553,881,536,1FTEX1C88AK451141,163502,2020-10-23 09:36:12
554,827,292,WAUDFAFL4CN611371,484242,2020-09-01 22:26:19
555,854,366,5FRYD4H49GB296281,347182,2016-02-03 02:50:23
556,157,242,5LMCJ1A92FU492490,378576,2016-06-16 20:07:52
557,729,316,19UYA42743A226737,64141,2017-11-12 17:34:26
558,354,690,1GYS4AEF0CR781807,434916,2019-08-02 08:21:11
559,428,396,KMHGC4DD8DU509337,49539,2020-09-20 23:01:41
560,907,117,WAUDF78E67A473217,258700,2021-03-17 22:57:47
561,639,939,WBAET37445N704927,327368,2017-05-29 18:04:42
562,789,274,1D7RB1CP6BS674182,133710,2018-10-03 22:27:02
563,334,869,WA1VFBFL4EA291826,135343,2020-11-10 02:07:35
564,548,347,2HNYD18883H674222,63665,2018-01-21 11:48:29
565,403,73,WA1LMBFE9ED107378,161587,2018-06-06 00:44:13
566,234,417,WAURFAFR3DA952358,398848,2018-08-18 21:14:29
567,906,616,4T1BF1FK9EU832163,110860,2019-03-01 14:55:10
568,296,354,WAUDF78E46A130730,128203,2018-08-15 12:10:58
569,149,713,2HNYD2H2XCH127065,368839,2018-06-27 22:44:00
570,777,330,1G6DL1E38C0603237,242298,2017-10-15 02:32:55
571,423,818,1J4NF1FB3AD683528,63441,2018-11-24 22:16:27
572,430,463,1G6AH5R3XF0416396,358942,2016-02-29 09:25:53
573,609,314,WA1WMAFE4CD095208,346594,2019-05-23 11:11:22
574,301,701,JN8CS1MU8EM995769,225097,2019-02-01 05:27:04
575,243,356,JM1NC2EF6A0568731,259045,2021-04-08 11:36:19
576,425,246,1N4AL2AP4BC033058,178123,2018-12-14 19:46:20
577,524,234,3N1AB7AP3FY453064,143410,2020-12-11 19:02:24
578,596,264,1GT010CG9CF216288,234165,2018-11-18 19:56:29
579,403,164,KL4CJHSB8DB644597,392395,2018-03-30 10:02:06
580,816,340,WAUGU54D91N472180,486121,2019-04-13 16:56:19
581,510,735,TRUUT28N251654980,398454,2019-07-10 00:51:36
582,957,595,SCBBP9ZA0AC679257,43195,2018-06-04 16:18:49
583,256,981,5J6TF2H51EL718566,452191,2017-01-22 01:28:02
584,701,693,1N4AB7AP2EN943834,475777,2015-10-18 09:31:03
585,294,18,YV4952CT2E1065019,498862,2016-02-11 19:11:54
586,596,494,5LMJJ3H52AE829071,46037,2015-02-12 00:34:34
587,52,169,WVGEF9BP0ED524554,82916,2020-12-22 06:42:19
588,819,135,YV1672MK0C2394941,470150,2018-12-10 07:49:31
589,119,849,WBA3C1C50CA631148,129007,2016-08-22 03:22:37
590,715,233,JN8AF5MR8CT204707,43146,2019-11-21 09:51:08
591,28,399,WA1LFAFP0BA424663,438383,2015-04-30 17:44:36
592,61,101,WDDEJ7GB2CA229819,387039,2017-06-26 22:22:24
593,1000,192,2T2BK1BA7FC786162,170440,2020-12-19 18:19:21
594,915,110,WBAEU33434P390760,389391,2015-01-03 11:18:15
595,44,607,JTDJTUD33ED265034,174853,2019-04-07 14:30:12
596,673,123,1G4HP57M09U836932,326515,2017-02-18 12:41:46
597,780,148,1G6DK1E30C0129738,342619,2017-04-13 01:52:48
598,144,967,1N4AL3AP4EC943299,289042,2020-07-17 11:42:12
599,62,22,WP0AB2A81CU175031,376526,2016-04-26 15:58:41
600,524,933,1B3CC1FB7AN310414,434071,2020-03-18 05:11:08
601,509,661,3N1CN7AP2EL266037,459348,2021-09-25 18:49:26
602,322,506,SALME1D48AA791369,195773,2015-11-15 16:57:21
603,730,211,WAUGGAFC7DN974162,355452,2021-03-02 20:31:59
604,912,549,2LMHJ5AR2AB712603,159535,2017-06-20 23:50:43
605,546,269,1GYS4KEF5DR882901,469600,2020-05-31 14:48:36
606,973,507,1B3BD2FB5BN930016,326764,2017-08-28 06:57:36
607,593,602,TRUSX28N811239507,455287,2020-02-01 05:27:23
608,238,438,YV4902NC3F1551707,190585,2019-01-17 17:44:11
609,578,630,W06VR54R41R477658,145027,2021-01-23 12:40:39
610,952,489,WBALL5C59EJ220180,466030,2021-06-04 02:32:15
611,398,854,KMHHT6KD4CU360409,438597,2016-10-07 18:47:05
612,951,932,WBAWL7C57AP161470,417886,2020-07-06 19:26:53
613,785,46,WVGEF9BP8FD640098,444547,2019-08-05 02:40:15
614,466,757,1FMJU1J57AE088163,343365,2019-11-24 00:38:14
615,596,212,1G6DG577390774952,489899,2015-10-06 09:48:35
616,746,227,2T1BURHE0EC466672,249262,2018-01-03 07:20:15
617,499,940,WAUAF98E27A847157,171332,2017-12-13 04:23:41
618,636,388,1G6DV5EP9C0508514,112244,2018-12-22 02:02:35
619,510,951,1C4RDJEGXFC257102,218408,2016-10-17 09:42:15
620,157,847,1N4AL2AP3BN785127,159888,2015-12-23 11:05:14
621,944,832,JHMZF1C62FS054455,413213,2015-10-20 12:15:42
622,749,279,1C6RD7HT0CS722426,289709,2018-06-26 17:17:07
623,144,491,WBA1K5C55FV082187,425885,2019-04-18 03:47:58
624,416,644,WAULD64B23N816311,358270,2020-08-19 15:04:00
625,393,768,JM1GJ1T61F1794446,367238,2020-08-23 14:07:16
626,428,90,3G5DB03E23S769123,102830,2020-11-21 18:32:01
627,381,451,JN8AZ2KR7CT275650,225507,2016-08-25 05:55:39
628,6,427,JH4NA21615S864762,140132,2017-12-12 02:00:27
629,982,421,1D4PT7GXXBW389847,261896,2017-03-16 20:58:53
630,632,343,JN1AZ4EH6BM860841,231876,2015-04-21 19:30:16
631,416,544,5J6TF1H31CL728746,196250,2021-02-05 05:39:14
632,905,532,3D7LT2ET1AG967237,203096,2019-06-09 06:15:04
633,37,405,JHMZF1C68ES899244,143886,2017-05-24 10:07:40
634,813,324,3D4PH7FG4BT200991,103680,2017-02-28 04:58:31
635,547,378,WBAPM5G52BN064531,254475,2020-07-07 04:40:53
636,117,472,WDDHF0EB6EA036620,186458,2019-07-26 10:20:11
637,553,326,1G4PT5SV4F4130212,394682,2021-05-06 00:21:56
638,253,816,1FTSX2A52AE590293,263357,2016-02-14 21:21:32
639,704,706,1G4GA5EC4BF304309,304241,2016-08-21 13:02:07
640,895,580,5N1AT2MK7FC501425,264343,2019-08-18 20:01:34
641,85,389,1FTEX1CM5BF237070,275628,2021-11-03 20:29:33
642,369,359,WBA3C1C59FK610555,259367,2018-09-19 03:50:16
643,791,907,WP1AE2A20BL425023,183906,2015-08-06 13:49:39
644,872,560,JHMGE8G23AC908933,78605,2021-09-21 19:18:03
645,569,961,1FTSW3A5XAE009728,184205,2019-04-26 16:02:30
646,774,983,1FTEX1CW5AF906096,254466,2020-01-01 15:59:01
647,426,962,JM3TB2BA7E0981869,156613,2015-04-29 16:44:42
648,286,390,1GYS3EEJ3BR949808,307399,2021-07-06 05:43:52
649,955,85,JN1AZ4EH1FM002442,57561,2015-04-08 06:02:15
650,983,837,WA1CGAFEXED119461,216245,2016-03-05 01:48:18
651,542,731,1N6AA0EJ7FN427039,181570,2020-10-05 13:38:43
652,86,530,YV140MEB4F1144585,441370,2018-05-12 21:23:12
653,219,587,WBA6A0C55DD479350,401290,2015-10-27 06:48:42
654,45,102,4JGBF2FE1CA172621,421318,2017-01-31 21:28:30
655,917,63,WBAWL73598P079685,333371,2018-09-19 18:57:31
656,618,867,1N6BF0KX4FN361578,348385,2021-06-01 19:14:00
657,147,207,WA1DKBFPXCA767181,272427,2015-09-18 09:33:19
658,478,876,5FPYK1F24CB808859,172373,2015-05-16 10:25:52
659,547,563,SALVP1BG3CH732283,385503,2021-07-22 16:23:08
660,515,92,WAUPL68E04A118345,173272,2018-03-09 14:31:55
661,314,208,WAUJT68E72A423408,463875,2015-11-08 12:09:15
662,153,756,3N1AB7AP0FY152042,108882,2016-08-21 09:12:11
663,694,286,1FTSW3B57AE456256,420402,2020-11-18 23:24:35
664,49,12,3C63DRGL5CG970441,241790,2020-03-30 23:48:11
665,28,792,1B3CB1HA4AD107591,419813,2017-08-09 22:19:23
666,884,196,WAU4FAFR0AA641010,195560,2019-08-14 10:30:51
667,103,278,5GAER23D79J961564,307866,2017-06-21 20:44:17
668,701,928,1GYS4BKJ4FR685858,42409,2018-09-18 22:01:12
669,135,581,JM1GJ1U52F1017408,109642,2015-02-24 22:14:03
670,821,67,KMHGH4JH7DU552821,375793,2019-09-17 07:27:58
671,650,259,1N6AF0LY1FN582851,40721,2017-11-15 18:51:51
672,613,43,1ZVBP8AN5A5218594,187875,2016-10-20 07:13:29
673,137,597,5N1AA0ND1FN425585,278460,2021-08-05 09:22:30
674,345,807,YV1672MK4B2177035,425175,2021-09-19 15:10:26
675,202,533,JM1NC2JF9E0088338,482630,2018-03-17 13:19:34
676,426,758,1GYS4CEF7CR810330,298780,2016-08-03 21:32:19
677,742,39,2T2BK1BA0BC059584,247293,2017-01-20 12:45:39
678,531,716,KNAFU5A25C5165123,183685,2018-12-26 01:25:15
679,607,676,WAUCFAFHXBN792174,484716,2016-03-05 02:22:24
680,49,98,JTHDU1EF4C5966723,217627,2020-04-18 17:13:25
681,568,490,3C3CFFCR3FT771464,164490,2021-04-18 13:35:41
682,900,351,1N4AB7AP3EN845363,86038,2020-02-27 09:38:23
683,817,266,4T1BK3DB9AU832829,349060,2016-05-24 07:43:47
684,538,774,SCBBR53W268204081,442792,2018-08-07 11:35:56
685,850,58,1G6DM8EV2A0662692,418626,2020-11-25 06:25:55
686,186,158,1FTEX1C83AK925884,42106,2015-02-03 02:16:07
687,670,115,JTEBU5JR9B5948678,205383,2019-05-27 07:03:58
688,732,889,JH4CU4F4XBC634631,330952,2015-12-18 05:09:54
689,359,874,JHMFA3F20AS319288,73951,2021-11-12 00:38:27
690,710,852,WBA3B1G50FN749176,283561,2019-04-14 16:18:52
691,361,838,WAUAH74F09N687398,170420,2016-06-17 12:06:47
692,219,823,5N1AR2MM3EC489305,116189,2021-11-06 02:37:36
693,765,369,JH4CL95975C306276,73471,2017-04-03 18:35:06
694,284,781,1FTEX1CM6BF910531,114145,2021-04-30 02:47:55
695,587,685,1G6DP1E36D0386034,293408,2021-09-04 03:56:51
696,708,497,KM8JT3AFXEU505118,307914,2015-01-06 14:50:31
697,774,253,JN1CV6EK1DM061306,104821,2021-12-15 01:38:43
698,984,304,2HNYD18784H293110,430381,2021-08-13 11:24:41
699,868,502,5TDBY5G16DS348479,181574,2020-06-01 16:13:27
700,358,691,19UYA42712A731570,52221,2015-12-24 02:57:57
701,853,682,3N1BC1AP8AL536025,56915,2021-06-07 10:47:45
702,657,521,WVWGU7AN0AE258710,202349,2017-11-05 21:25:28
703,768,107,WBAKE3C54BE535760,281995,2021-09-07 05:36:55
704,69,850,WAUAFAFH6BN716376,331790,2021-06-03 07:05:27
705,669,160,3N6CM0KN1DK879532,137469,2018-02-25 11:41:49
706,171,493,1N6AA0CC0FN527049,121943,2018-01-21 07:38:50
707,225,198,2C3CA2CV9AH503587,160406,2018-07-10 18:35:38
708,411,120,JTHBL1EF0E5873307,210849,2017-02-14 18:49:22
709,121,638,WAUJFAFH3BN511565,348687,2021-07-07 14:12:31
710,595,86,WAUPN94E58N309209,151876,2016-03-14 13:58:54
711,423,228,WP0CA2A84ES379364,499987,2015-08-24 12:43:55
712,717,608,KMHGH4JH2CU991245,138806,2019-12-21 13:32:15
713,354,725,SAJWA4DCXCM485118,376445,2020-06-05 23:02:24
714,824,796,JM1NC2JF7C0531311,421764,2020-02-27 14:34:14
715,18,256,2T1BURHE7EC429148,225684,2019-02-20 00:34:56
716,566,111,WVWAA7AJ3CW926444,64450,2018-11-05 09:22:41
717,83,280,1C4NJCBA3DD324536,332394,2015-09-28 11:04:38
718,680,727,WAUDF98E68A961175,280903,2019-03-18 06:07:24
719,467,795,5FNRL5H24EB762872,218853,2019-02-23 07:33:10
720,921,381,WAUBF48H67K909865,248839,2017-12-26 14:46:26
721,88,888,KM8NU4CC3BU099931,395208,2018-04-18 18:37:07
722,854,449,JN1CV6EK9BM471218,346461,2016-04-14 10:33:37
723,356,249,WAUAVAFD2BN366471,407825,2020-07-11 01:23:50
724,226,833,JH4CU2F69AC998835,123004,2018-05-07 06:19:59
725,955,677,JN8AZ2KR6DT491202,202223,2017-06-05 16:52:54
726,903,694,JM1NC2LFXC0139677,234064,2021-10-16 21:32:02
727,944,737,WBAUN1C52CV703040,322439,2019-01-21 08:34:54
728,869,534,SCFAB02A77G815531,34740,2020-04-30 01:11:03
729,458,912,JHMZF1C45BS589448,282918,2020-10-07 17:25:58
730,939,284,1GD21ZCG8CZ350913,201840,2017-01-14 07:35:54
731,643,147,1N6AD0CU9EN344571,487187,2015-08-19 17:33:32
732,216,14,1N6AF0KX2EN764999,93623,2018-02-11 05:39:36
733,479,689,JN8CS1MU6DM668012,261995,2019-12-16 17:14:13
734,65,697,WAUZL54B11N544788,389836,2020-12-20 23:54:50
735,39,621,KL4CJCSB2EB553409,409679,2016-06-12 08:57:16
736,716,303,4A31K2DF7AE324704,327871,2019-11-26 08:01:49
737,170,325,WAUKG98EX6A017431,290449,2017-06-15 04:27:08
738,339,273,2HNYD18621H116197,152921,2015-10-12 22:38:28
739,638,7,WA1CMAFE8AD250407,143902,2016-08-01 00:23:53
740,606,9,WBAET37484N066924,336207,2021-04-04 05:05:15
741,158,923,JH4KB16587C541574,114171,2019-05-06 06:35:55
742,892,740,5UXWX7C58DL399586,188599,2018-10-15 13:51:42
743,231,755,JTHBK1EG8A2371264,194735,2017-11-09 17:54:29
744,460,386,JH4DC548X4S389342,48319,2020-11-20 22:18:58
745,203,591,KNADH4A38A6756326,219929,2015-10-05 14:52:12
746,219,481,JHMGE8G3XBS798785,253512,2019-07-03 16:36:38
747,111,476,WAUFGBFC4DN779878,271781,2019-01-29 17:48:46
748,852,784,1FTEW1CM1EF158955,172004,2019-12-24 19:57:42
749,978,36,WAUDF48H27A584310,290440,2016-02-17 08:53:27
750,560,213,JTDJTUD39DD372569,88605,2015-03-16 03:30:16
751,712,62,1G6ET12951B235050,279129,2020-06-09 14:53:34
752,725,815,SAJWA0FB6BL482556,54449,2019-04-30 20:19:43
753,526,787,19UUA66298A388928,343362,2018-10-15 21:38:49
754,87,957,WAUBFAFL2CN977577,322858,2016-06-16 12:52:07
755,773,457,WAUDFBFC7CN645407,214829,2019-10-18 16:15:48
756,517,224,JH4DC54814S964024,188701,2020-02-17 03:59:39
757,89,915,1GD312CGXCF666567,138918,2020-08-06 01:51:55
758,315,393,3G5DA03L37S503049,38159,2020-03-07 03:03:42
759,415,590,WAUJC68E83A420826,156834,2017-05-21 00:02:51
760,255,444,1GYS4GEF3DR455424,491315,2020-01-20 23:33:00
761,91,744,1HGCR6F37FA577250,43792,2016-10-23 12:42:59
762,208,556,3N1AB7AP5FY092646,240487,2017-09-12 05:26:32
763,973,710,19UYA42603A484485,430112,2015-12-23 00:09:54
764,794,517,19UUA65664A834483,36271,2017-04-05 08:08:32
765,546,496,3VW517AT7FM602207,74995,2017-03-13 09:51:59
766,735,342,WDDJK7DA8EF897914,438794,2019-04-17 07:00:06
767,9,558,1G4GB5GR7CF008961,281731,2018-02-05 11:03:51
768,936,884,WAUXL68E35A778493,312249,2016-08-09 02:55:48
769,61,814,WAUWGAFC4FN684444,364008,2017-08-06 07:56:42
770,615,504,2G61V5S86E9431271,462785,2021-02-24 19:28:45
771,945,302,JN8AF5MR7CT195773,54060,2020-11-13 20:37:52
772,834,518,5FRYD3H63GB539806,203878,2016-06-25 01:04:59
773,649,604,KM8NU4CC4AU840103,163649,2021-05-03 03:47:01
774,278,903,5N1BA0ND4FN380176,136572,2020-11-07 20:26:40
775,956,235,1GYUCFEJ9AR638204,283004,2018-04-30 21:00:52
776,888,890,4T1BK1EB9EU472566,462039,2017-05-18 14:09:31
777,491,237,WAUDGBFL3BA744681,483589,2017-03-01 13:48:18
778,660,495,5LMJJ2H59AE277899,244775,2016-01-20 07:17:40
779,929,305,3N1AB6AP9CL149742,378268,2019-06-19 19:19:37
780,171,500,WBA4A7C51FD973630,474611,2021-08-31 20:10:55
781,513,398,WBAVB735X7K473674,179807,2017-08-16 15:52:18
782,844,118,WAUHF78P29A532236,139240,2017-05-04 12:06:51
783,745,68,1G6YV36A195043979,136306,2021-11-18 19:17:06
784,227,478,JM1BL1H41A1108216,238097,2020-02-23 02:15:48
785,973,447,WA1CGBFEXED824444,144553,2015-06-14 20:57:29
786,560,862,WDDGF4HB6CR227242,444815,2021-08-18 09:24:57
787,567,219,WAULT68E12A569697,380230,2018-08-19 14:02:04
788,273,191,SAJWA4HA2EM140158,255332,2015-04-06 01:58:47
789,524,571,1G6DL67A280031727,350369,2021-03-08 22:52:21
790,932,152,5J8TB4H34DL560168,374170,2017-04-25 08:55:35
791,285,121,5TDDCRFH4ES058630,203552,2016-11-08 17:42:36
792,977,728,WBA3C3C55DF903614,30308,2018-10-12 00:09:26
793,523,799,1GYS4SKJ2FR826684,83850,2021-05-29 19:31:58
794,8,707,WBADW7C59DE183260,366950,2020-04-14 21:18:19
